title,founded,website,twitter,facebook,gplus,youtube,rss,description
Global Reporting Center,,http://globalreportingcentre.org/,https://twitter.com/GlobalRepCentre,https://fb.com/globalreportingcentre,,,,"The Global Reporting Centre (GRC) is a non-profit organization dedicated to highlighting neglected stories around the world. Housed at the University of British Columbia, the organization has grown out of the successful International Reporting Program at the University of British Columbia’s School of Journalism, which trains journalism graduate students in global reporting. The GRC works with leading reporters and media organizations to produce solution-oriented journalism, and seeks new and innovative ways to produce and distribute global news."
"Grävände Journalister (Gräv), Sweden", 1990,http://www.fgj.se/,,https://fb.com/Föreningen-grävande-journalister/296112527085352,,,,"The Association for Investigative Journalism in Sweden was modeled in 1990 after a similarly conceived American association; the Investigative Reporters & Editors, (IRE). Its aim is to encourage reporters to utilize investigative methods for in-depth reporting. This is done by providing training at oits office in Stockholm, as well as in-house instruction. Also, a yearly seminar gathers hundreds of reporters for the purpose of sharing their collective experiences, education and knowledge in the field. Furthermore, the organization publishes Scoop, a quarterly magazine of investigative reporting."
Hate Speech International, 2013,http://www.hate-speech.org/,https://twitter.com/hatespeechint,https://fb.com/HateSpeechInternational,,,http://www.hate-speech.org/feed/,"Hate Speech International (HSI) is a non profit reporting project and independent news room targeting hate speech, hate crimes and extremist groups in Europe, North Africa and the Middle East. HSI carries out independent research and investigations, as well as facilitating cross-border cooperation between reporters and media organizations in Europe and MENA."
Icelandic Center for Investigative Journalism,,http://www.icij.is/,,https://fb.com/midstodrannsoknarbladamennsku,,,,
IDL-Reporteros, 2009,https://idl-reporteros.pe,https://twitter.com/IDL_R,https://fb.com/IDLReporteros,,,https://idl-reporteros.pe/feed/,"IDL-Reporteros, based in Lima, is an independent program of the Instituto de Defensa Legal (IDL), Peru’s premier human rights organization. Since its creation in 2009, IDL-Reporteros has published more than 500 investigations on a range of topics from drug trafficking to the extractive industries. Its stories include an investigation into corruption that forced the vice president to step down, as well as a series on fraud in the fishing industry that brought about important regulatory changes."
"IHECS Academy, Belgium", 2004,http://www.ihecs-academy.be/,https://twitter.com/IHECSacademy,https://fb.com/ihecsacademy?fref=ts,,,,"IHECS Academy is a nonprofit lifelong training center based in Brussels, Belgium and is located at the journalism and communication school IHECS (Institut des Hautes Etudes des Communications Sociales). They provide training in the fields of communication and journalism to an audience of both students and professionals. IHECS Academy offers a 15-ECTS long-term investigative reporting program (69 hours) to professional journalists."
IndiaSpend, 2011,http://www.indiaspend.com/,https://twitter.com/IndiaSpend,https://fb.com/IndiaSpend,,https://www.youtube.com/user/IndiaSpend,,"IndiaSpend was founded in the wake of a mass anti-corruption movement in India led by activist Anna Hazare in 2011. IndiaSpend picked up where the agitation left off, with the larger objective of bringing data into the highly emotion charged debates on governance, transparency and accountability."
Information for Development Trust (Zimbabwe), 2015,http://idt.org.zw/,https://twitter.com/Informa34567899,https://fb.com/information4devleopmenttrust/,,,,"Information for Development Trust (Zimbabwe) is a Zimbabwean nonprofit dedicated to building the capacity of newsroom-based journalists, freelancers and media houses to investigate corruption. IDT does this through the provision of grants, training and mentoring, working towards the enhancement of transparency, accountability and integrity in public-private sector governance."
"Ink Centre For Investigative Journalism, Botswana", 2015,http://www.inkjournalism.org/index.php,https://twitter.com/ink_cij,,,,,"INK Centre for Investigative Journalism is Botswana’s first non-profit, non-partisan news organization registered as a charitable organization with Registrar of Deeds (Botswana) in February 2015. The centre develops investigative journalism in the public interest essential in promoting an open, accountable and just democracy. The Centre also supports local investigative journalists with professional and financial assistance."
"Inkyfada, Tunisia", 2014,https://inkyfada.com/,https://twitter.com/inkyfada,https://fb.com/InkyFada/,,https://www.youtube.com/user/inkyfada,,"Inkyfada (Tunisia) is a web magazine specialized in investigation and data-journalism, created by a team of journalists, developers and graphic designers. “They take the time for information that counts and content sought. Inkyfada.com provides keys to understand and reflect on the society in which we live. Inkyfada.com uses the new technologies of the web to serve journalistic content, to make each navigation a unique narrative experience”. Inkyfada is a project of the Tunisian NGO Al Khatt."
"Institute for Nonprofit News (INN), US", 2009,http://investigativenewsnetwork.org/,https://twitter.com/inn,https://fb.com/investigativenewsnetwork,http://www.youtube.com/newsfrominn,http://www.youtube.com/newsfrominn,http://feeds.feedburner.com/INNArticles,"The Institute for Nonprofit News helps nonprofit news organizations produce and distribute stories with impact, achieve cost efficiencies by pooling resources and develop new revenue streams to become sustainable businesses. Today INN has grown to more than 170 organizations in North America."
"Institute for War and Peace Reporting (IWPR), UK", 1991,http://iwpr.net/what-we-do,https://twitter.com/IWPR,https://fb.com/InstituteforWarandPeaceReporting,,http://www.youtube.com/iwprmedia,,"IWPR gives voice to people at the frontlines of conflict, crisis and change. From Afghanistan to Zimbabwe, IWPR helps people in the world’s most challenging environments have the information they need to drive positive changes in their lives — holding government to account, demanding constructive solutions, strengthening civil society and securing human rights. Amid war, dictatorship, and political transition, IWPR forges the skills and capacity of local journalism, strengthens local media institutions and engages with civil society and governments to ensure that information achieves impact."
"Instituto Prensa y Sociedad (IPYS), Peru",,http://www.ipys.org/,https://twitter.com/IPYS,https://fb.com/ipys.org,,,http://www.ipys.org/alertas/feed,"The Institute for Press and Society (El Instituto Prensa y Sociedad, or IPYS) is one of Latin America’s leading media NGOs. Based in Lima, IPYS does trainings, monitors and lobbies for press freedom, and sponsors awards and conferences. Each year IPYS sponsors, with Transparency International, COLPIN, Latin America’s investigative journalism conference, which draws some 200 journalists from a dozen countries, where it gives out a coveted investigative reporting award."
"Institutt for Journalistikk (IJ), Norway",,http://www.ij.no/,https://twitter.com/ijourn,,,,,
Interlink Academy (Germany), 2014,http://interlink.academy/,https://twitter.com/InterlinkAca,https://fb.com/interlink.academy,,,,"The Interlink Academy for International Dialog and Journalism strives to professionalize journalism and advance freedom of the media around the globe. The organization was established in 2014, it is not for profit and serves the global community of journalists. The focus of the Interlink Academy is on the new opportunities in research and publishing opening up with the digitization of the media. They develop and organize international conferences, exchange programs and professional trainings for journalists from all spheres worldwide."
"International Center for Journalists (ICFJ), US", 1984,http://www.icfj.org/,https://twitter.com/ICFJ,https://fb.com/icfj.org,,http://www.youtube.com/icfjournalists,,"The International Center for Journalists advances quality journalism worldwide. Its hands-on programs combine the best professional practices with new technologies. Over the past 28 years, ICFJ has worked with more than 75,000 professional and citizen journalists and media managers from 180 countries."
"International Centre for Investigative Reporting, Nigeria", 2012,http://icirnigeria.org/,https://twitter.com/Icirnigeria,https://fb.com/InternationalCentreForInvestigativeReporting/,,https://www.youtube.com/user/icirnigeria,,"The ICIR is an independent nonprofit investigative journalism news agency. Since it commenced operations in 2012, the Centre has undertaken several incisive investigative reports. The ICIR is also helping to build investigative reporting units and popularizing watchdog reporting in other newsrooms across the country."
"International Consortium for Investigative Journalism (ICIJ), US", 1997,http://www.icij.org/,https://twitter.com/icijorg,https://fb.com/ICIJ.org,,,,"The International Consortium of Investigative Journalists is an active global network of 160 reporters in more than 60 countries who collaborate on in-depth investigative stories. Founded in 1997, ICIJ was launched as a project of the Center for Public Integrity to extend the Center’s style of watchdog journalism, focusing on issues that do not stop at national frontiers: cross-border crime, corruption, and the accountability of power."
"International Media Support (IMS), Denmark",,http://www.i-m-s.dk/,,https://fb.com/InternationalMediaSupport,,,,"International Media Support (IMS) is a non-profit organization working to support local media in countries affected by armed conflict, human insecurity and political transition. In more than 50 countries worldwide, IMS helps to strengthen professional journalism and ensure that media can operate in challenging circumstances."
"Internews, US", 1982,http://www.internews.org/,https://twitter.com/Internews,https://fb.com/internews?ref=ts,,https://www.youtube.com/user/InternewsNetwork,http://www.internews.org/rss.xml,"Internews is an international non-profit organization whose mission is to empower local media worldwide to give people the news and information they need, the ability to connect and the means to make their voices heard. Across the world, Internews is providing training, mentoring and small grants to support local investigative journalism initiatives."
"Investigativ.ch, Switzerland", 2011,http://www.investigativ.ch/,https://twitter.com/investigativ_ch,https://fb.com/investigativ.ch,,,http://www.investigativ.ch/index.php?id=27&type=100,"Investigativ.ch is the association of investigative reporters in german speaking part of Switzerland (for french speaking part see their sister organisation swissinvestigation.net). It was founded in 2010. As a network for professionals they provide trainings and online tools and, if necessary, act as a pressure group for transparency in the public domain and media freedom."
Investigative Fund at The Nation Institute (USA), 1966,www.theinvestigativefund.org,https://twitter.com/theIFUND,https://fb.com/theIFUND,,,,"Investigative Fund at The Nation Institute (USA) cultivates diverse journalistic talent to produce high-impact investigative reporting that holds the powerful accountable. It does this by providing freelance reporters with hands-on editorial guidance, institutional support and funds to cover travel, time and other costs. Investigative Fund stories have won top awards while sparking resignations of officials, FBI investigations and federal laws."
Investigative Journalism Center of Moldova,,http://www.investigatii.md/en,,https://fb.com/Centrul-de-Investigatii-Jurnalistice-156836770993635/,,,,"The Investigative Journalism Center of Moldova is a non-governmental organization created in 2003. The main activity of the center is directed toward improving the quality of investigative journalism in Moldova, strengthen the capacity of investigative journalists, promoting best practices and techniques for investigative journalism as well and conducting public awareness campaigns."
"Investigative Journalism Center, Croatia (IJC)",,http://cin-ijc.com/en,,,,,,
"Investigative Journalism Programme, Wits Univ., South Africa",,http://www.journalism.co.za/investigative-journalism-homepage/,https://twitter.com/Journ_SA,https://fb.com/https://www.facebook.com/jocoza,,,,"The Investigative Journalism Programme at the University of the Witwatersrand (Wits University) offers courses in investigative and data journalism, organizes the annual African investigative journalism conference Power Reporting, manages fellowships and grants for investigative projects, and sponsors the Taco Kuiper Award."
Investigative Journalists of Armenia (HETQ), 2001,http://hetq.am/eng/,https://twitter.com/Hetq_Trace,https://fb.com/hetqonline,,http://www.youtube.com/hetqtv,http://hetq.am/arm/rss/news/,"Hetq online has been published in Yerevan, Armenia, since 2001, and has published articles and investigations in both Armenian and English since 2002. Hetq is updated every week and its articles are later republished by various newspapers. It also produces documentaries. Students from the Department of Journalism at Yerevan State University also receive practical experience by working with Hetq online. Hetq online is the first publication in Armenia to adopt a Code of Ethics and introduced the practice of team investigations into Armenian journalism."
"Investigative Reporters and Editors (IRE), US", 1975,http://www.ire.org/,https://twitter.com/IRE_NICAR,https://fb.com/IRE.NICAR?fref=ts,,,,"Investigative Reporters and Editors, Inc. is a grassroots nonprofit organization dedicated to improving the quality of investigative reporting. IRE was formed in 1975 to create a forum in which journalists throughout the world could help each other by sharing story ideas, newsgathering techniques and news sources. IRE provides members access to thousands of reporting tip sheets and other materials through its resource center and hosts conferences and specialized training throughout the country."
Investigative Reporting Denmark, 2012,http://www.ir-d.dk/,https://twitter.com/cird2012,https://fb.com/www.facebook.com/InvestigativeReportingDenmark,http://www.ir-d.dk/,,,Investigative Reporting Denmark conducts investigative reporting in Denmark and cooperates with journalists internationally.
Investigative Reporting Project Italy (IRPI), 2012,http://irpi.eu/about-irpi,https://twitter.com/irpinvestigates,https://fb.com/investigativereportingprojectitaly,,,,"Investigative Reporting Project Italy (IRPI), is an association of investigative journalists based in Italy whom are experimenting new approaches, production and distribution models of investigative journalism."
"Investigative Reporting Workshop (IRW), US", 2007,http://investigativereportingworkshop.org/,https://twitter.com/IRWorkshop/,https://fb.com/irworkshop,,,http://investigativereportingworkshop.org/feeds/investigations/,"The Investigative Reporting Workshop, a project of the School of Communication (SOC) at American University, is a nonprofit, professional newsroom. The Workshop publishes in-depth stories at investigativereportingworkshop.org about government and corporate accountability, ranging widely from the environment and health to national security and the economy. The Workshop pairs experienced professional reporters and editors with graduate students, and co-publishes with mainstream media partners and nonprofit newsrooms."
"IREX, US", 1968,http://www.irex.org/,https://twitter.com/irexintl,https://fb.com/irexinternational,,http://www.youtube.com/user/irexdc/,http://www.irex.org/rss-feeds,"IREX is an international nonprofit organization founded in 1968, and now has an annual portfolio of over $70 million. Its staff of over 400 professionals works with partners in more than 100 countries. IREX has an extensive and diversified track record in assisting journalists and media organizations to provide the essential news and information the public needs to demand more accountable governance. IREX offers both the broader competence necessary to address the context in which investigative journalists work and the specialized expertise specific to investigative journalism."
"JARING, Indonesia",,http://www.jaring.id/,https://twitter.com/JARING_?ref_src=twsrc%5Etfw,https://fb.com/JARINGIndonesia/,,,,"JARING (Indonesia Network for Investigative Journalism) is an Indonesian non-profit organization that aims to develop media professionalism and to extend access to information in Indonesia and other countries in Asia. It does so through capacity building programs, establishing new media in isolated locations, emergency assistance for media in disaster areas, and media content production."
"Journalism for Nation Building Foundation, Philippines", 2011,www.rappler.com/newsbreak,https://twitter.com/rapplerdotcom,https://fb.com/rapplerdotcom,https://plus.google.com/+Rappler,https://www.youtube.com/rappler,http://feeds.feedburner.com/rappler/,"Journalism for Nation Building Foundation (JNBF) is the nonprofit affiliate of Rappler, the Philippines’ leading independent online news site (currently under assault by the Duterte government). The foundation sponsors training, fellowships, and in-depth journalism that provides context to important issues and pushes for greater transparency and accountability of officials and institutions."
"Journalism School of Waseda University, Japan", 2008,http://www.waseda-j.jp/,,,,,,Journalism School of Waseda University (Japan) is dedicated to nurturing highly skilled professional journalists in the digital age. It is the first and only journalism school at the graduate level in Japan that promotes both the theory and practice of journalism. The School has set up an investigative reporting course that helps students to understand the powerful role of journalists as monitors who recognize the importance of bringing to light facts that have long been hidden from citizens.
Journalismfund.eu, 1998,http://www.journalismfund.eu/,https://twitter.com/journalismfund,https://fb.com/Journalismfund.eu,,http://www.youtube.com/user/fondspascaldecroos,http://www.journalismfund.eu/rss/news,Journalismfund.eu vzw (formerly known as Fonds Pascal Decroos voor Bijzondere Journalistiek vzw) is an independent non‐profit organisation established with the purpose of promoting quality cross-border and in-depth journalism in Europe. Journalismfund.eu supports journalists who have good ideas for quality in-depth and cross-border research.
Korea Center for Investigative Journalism (KCIJ), 2012,http://www.newstapa.org/,https://twitter.com/newstapa,https://fb.com/NEWSTAPA,,https://www.youtube.com/user/newstapa,http://www.newstapa.org/feed,"The Korea Center for Investigative Journalism (KCIJ) is the first nonprofit online investigative reporting organization in South Korea. The center, launched by veteran broadcast journalists, runs Newstapa, an online news website that presents watchdog journalism in video form."
Macedonian Association of Journalists,,http://www.znm.org.mk/drupal-7.7/en,https://twitter.com/znmsobranie,https://fb.com/znmizbornosobranie,,,,"The Association of Journalists of Macedonia  (AJM) was founded in 1946. AJM is member of International Federation of Journalists (IFJ). AJM is an independent, non-governmental and non- political party organization whose purpose is to be the protector and promoter of professional standards and freedom of expression."
Malaysiakini (Malaysia), 1999,http://www.malaysiakini.com/,https://twitter.com/malaysiakini,https://fb.com/MalaysiaKini/,,https://www.youtube.com/kinitv,,"Launched in late 1999, Malaysiakini is the country’s first online news website managed by a team of professional journalists. Its mission is to provide independent news and views in a country where the traditional media is tightly controlled by the government."
"Management and Resources Development Initiative (MRDI), Bangladesh", 2001,www.mrdibd.org,https://twitter.com/MRDIbd,https://fb.com/bdmrdi/,,,,"Management and Resources Development Initiative (MRDI) is a leading media training organization based in Dhaka, specialized in quality issue-based training and research for news media. A major focus for MRDI is increasing the investigative reporting capacity of journalists in the country. It also introduced Right to Information as a tool for investigative journalism in Bangladesh."
Mary Raftery Journalism Fund, 2012,http://maryrafteryfund.ie/,https://twitter.com/MaryRafteryFund,https://fb.com/MaryRafteryFund,,,,"The Mary Raftery Journalism Fund was established by the friends and family of investigative journalist Mary Raftery, who died in January 2012. The aim of the fund is to promote more in-depth investigative coverage of issues close to Mary’s heart and on which she focused her groundbreaking investigative work. The fund offers an opportunity for journalists to carry out detailed investigations into these areas of society and to expose any injustices that might exist. For more information about the fund please visit http://maryrafteryfund.ie/about/."
"Media Institute of the Caribbean, Jamaica", 2015,http://www.mediainstituteofthecaribbean.com/,,,,,,"The Media Institute of the Caribbean (MIC) is a regional not-for-profit non-governmental organisation registered in Jamaica, with a branch in Trinidad and Tobago, charged with empowering Caribbean journalists and media leaders to contribute to the strengthening of Caribbean democracy through support for an innovative and independent media industry. Its Board of Directors comprises a team of accomplished industry leaders with vast experience in a variety of new and traditional media operations with support from a corps of qualified regional and international media trainers. Among MIC’s primary objectives is the building of a cadre of trained investigative journalists engaged in enhancing and reinforcing the watchdog role of regional media through involvement in a vibrant Caribbean network which benefits from international best practice models and practices."
"Mediacentar Sarajevo, Bosnia", 1995,http://www.media.ba/,https://twitter.com/mediacentar,https://fb.com/Mediacentar-Sarajevo/146386588744056,,,http://www.media.ba/mcrss.xml,"Mediacentar Sarajevo supports development of independent and professional journalism in Bosnia and Herzegovina. From its founding to date, MC organized more than 230 different training programs in the areas of journalism and media education attended by more than 2,000 people from B-H and the region."
Mediafocus Serbia,,http://mediafocus.webs.com/,,,,,,Mediafocus is a network for investigative journalists in Serbia and Southeastern Europe. Mediafocus was founded in 2000 and since then investigative reporters have published a number of investigative stories in media all over the region.
Medill National Security Journalism Initiative, 2009,www.nationalsecurityzone.org,https://twitter.com/NatSecZone,https://fb.com/medillnsj,https://plus.google.com/u/0/+NationalSecurityZoneOrg/posts,,,"The Medill National Security Journalism Initiative is based at Northwestern University’s Medill school of journalism, and provides journalists-in-training and working journalists with the knowledge and skills necessary to report accurately, completely and with context on events and issues related to conflict, defense, security and civil liberties. The Initiative provides courses, training and thought leadership, and also does its own in-depth investigative reporting projects on topics of global security interest in collaboration with professional media partners."
Midwest Center for Investigative Reporting, 2009,http://investigatemidwest.org/,https://twitter.com/IMidwest,https://fb.com/investigatemidwest,,,,"The Midwest Center for Investigative Reporting is an independent, nonprofit newsroom devoted to investigative and enterprise reporting about crucial issues in the Midwest with a regional, national and global impact. We focus primarily on agribusiness and related topics such as government programs, environment and energy."
Mongabay.org, 2012,http://mongabay.org/,https://twitter.com/MongabayOrg ,https://fb.com/mongabay,,,http://news.mongabay.com/news.xml,"Mongabay.org is the nonprofit arm of Mongabay.com, the world’s most popular rainforest information site and a well-known source of environmental news reporting and analysis. Today Mongabay.com draws more than 2.5 million visitors per month and publishes stories in half a dozen languages. In 2012 Mongabay.org was formed to facilitate the development of new education and journalism initiatives and leverage Mongabay.com’s existing network, traffic, and reputation. Mongabay.org aims to raise awareness about social and environmental issues relating to forests and other ecosystems."
MuckRock, 2010,https://www.muckrock.com/,https://twitter.com/MuckRock,https://fb.com/muckrock/,,,,"MuckRock is a non-profit public records filing tool and investigative news site, used by thousands of journalists across the United States and around the world to help investigate and open up government. Founded in 2010, the site has helped release millions of pages of records covering topics like incarceration, surveillance, government waste and classified dessert recipes."
"n-ost, Germany", 2005,www.n-ost.org,https://twitter.com/n_ost,https://fb.com/nost.online,,,,"n-ost is a journalism network that produces cross-border projects in the EU, with a focus on investigative reporting in Eastern Europe. It serves as an editorial office and syndication agency, and implements a wide range of projects that include an annual international media conference, annual reportage prize, grants for cross-border research, and a network for media literacy."
Nashi Groshi (“Our Money”) (Ukraine), 2012,http://nashigroshi.org/,https://twitter.com/nashigroshi,https://fb.com/NashiGroshi/,,,http://nashigroshi.org/feed/,"Nashi Groshi (“Our Money”) (Ukraine) is a web-based organization that analyzes corrupt practices in public procurement and finance data. Established in 2011, the nonprofit investigates civil servants’ and politicians’ involvement in public contracts. Its reports have resulted in over 70 cancelled tender procedures, amounting to $1.2 billion saved in the government budget. It produces a weekly TV program and manages a network of 160 journalists."
"Netzwerk Recherche, Germany",,http://www.netzwerkrecherche.de/,https://twitter.com/nrecherche,,,,,
New Narratives Inc (US) and New Narratives Liberia, 2010,http://www.newnarratives.org/,https://twitter.com/newnarratives,https://fb.com/newnarratives,,,http://www.newnarratives.org/feed/,"New Narratives is a team of Liberia’s leading journalists and media houses. Since our inception in 2010 we have played a central role in shaping the national dialogue with comprehensive reporting on major societal ills. We’ve started national conversations and exposed corruption in areas such as resources extraction, rape, drug trafficking, teen pregnancy and child prostitution."
New Zealand Centre for Investigative Journalism, 2013,https://cij.org.nz/,,,,,https://cij.org.nz/feed/,"The New Zealand Centre for Investigative Journalism was established in 2013 to encourage and support investigative journalism in New Zealand and the South Pacific. We aim to bring together journalists, documentary makers, authors, students and others who have a desire to do investigative journalism."
NGSCO “TOM 14”, 2015,https://bihus.info/,,https://fb.com/bihus.info/,,,,"NGSCO “TOM 14” was founded by a few investigative journalists to inform the public about corruption in Ukraine and its connection to societal poverty in order to reduce the degree of corruption tolerance and change social agreements on corruption. TOM14 produces an anti-corruption investigative television program “Nashi Hroshi” (“Our Money”) which focuses on economic and public procurement investigations, including price analysis, fly-by-night companies search, connection between officials and business (or business officials)."
Nikolaev Center for Investigative Reporting (NikCIR), 2010,http://nikcenter.org/,https://twitter.com/InvestigatorNik,https://fb.com/ncjour,,,http://nikcenter.org/rss/index,"Nikolaev Center for Investigative Reporting  (NikCIR) is an independent non-profit organization in Southern Ukraine, devoted to investigative reporting. We focus primarily on exposing corruption, waste and miscarriages of justice"
Norbert Zongo Cell for Investigative Journalism in West Africa (CENOZO), 2015,https://gijn.org/2017/05/15/west-african-journalists-launch-investigative-hub/,,,,,,"Norbert Zongo Cell for Investigative Journalism in West Africa (CENOZO) is a regional network of journalists created to promote investigative journalism in West Africa. CENOZO, a ground breaking project for data-based cross border investigation in West Africa aims to strengthen the capacities of investigative journalists in the region through training, mentoring, grants, networking, legal advice, technical support for investigations, and provision of a publication platform. The Board of Directors comprises of seven renowned investigative journalists from Burkina Faso, Cabo Verde, Gambia, Guinea-Bissau, Niger, and Nigeria."
Nothing 2 Hide (France), 2017,https://nothing2hide.org,https://twitter.com/N0thing2Hide,,,,,"Nothing 2 Hide (France), an association that helps journalists protect their data and communications, was initiated by a group of journalists and former NGO workers. It provides digital security and online investigative training to the media and journalism schools in France, and offers security tools such as whistleblowing platforms. Nothing 2 Hide’s workshops have taken place in France, Turkey, Central Asia and West Africa."
"Novi Sad School of Journalism, Serbia",,http://www.novinarska-skola.org.rs/sr/?lang=en,,https://fb.com/novosadska.novinarskaskola,,,http://www.novinarska-skola.org.rs/sr/?feed=rss2,
OjoPúblico, 2014,http://ojo-publico.com,https://twitter.com/Ojo_Publico,https://fb.com/pages/OjoPúblico/671367792939507,,,,"OjoPúblico was founded in 2014 in Lima as an investigative journalism association. Its mission is to promote transparency, accountability, and access to public information. The association runs an investigative unit covering organized crime and corruption, and provides training for journalists on a variety of tools and applications. OjoPublico was created by veteran journalists from El Comercio, Peru’s leading newspaper, who wanted an independent digital base."
Oorvani Foundation, 2014,http://oorvani.org.in/,https://twitter.com/oorvani,https://fb.com/OorvaniFoundation,,,,"Oorvani Foundation is a public-funded, non-partisan, non-profit organization that funds hardcore data and analytical journalism. It started off as the Citizenmatters.in website in 2008, followed by Oorvani Media Pte. Ltd. and finally Oorvani Foundation was established, in order to separate its journalism from the funding. The foundation, which has a stable presence in Chennai and Bangalore, has supported the creation of many data-driven investigative stories and also started a ‘Co-Media Lab’ initiative to improve quality of citizen and professional journalism through collaborative projects and offering journalism internships and workshops."
Organized Crime and Corruption Reporting Project (OCCRP),,https://reportingproject.net/occrp/,https://twitter.com/OCCRP,https://fb.com/OCCRP.org,,,,"OCCRP is a non-profit dedicated to reporting on organized crime and corruption around the world. OCCRP’s goal is to help people better understand how organized crime and corruption affect their lives. OCCRP seeks to provide in-depth investigative stories as well as the latest news pertaining to these issues. In addition to the stories, OCCRP is building an online resource center of documents related to organized crime including court records, laws, reports, studies, company records and other public documents that will be an invaluable resource center for journalists and the public alike."
Oxpeckers Center for Investigative Environmental Journalism, 2013,http://oxpeckers.org/,https://twitter.com/OxCIEJ,https://fb.com/Oxpeckers,,,,"The Oxpeckers Center for Investigative Environmental Journalism is Africa’s first investigative journalism unit focusing on environmental and related development issues. Oxpeckers combines traditional investigative reporting with data driven journalism, cutting-edge geo-narrative techniques, and digital engagement tools. Oxpeckers operates a core newsroom, bolstered by Oxpecker Fellows, and a range of special digital projects designed to create public resources to improve citizen access to environmental justice."
"PAYK Investigative Journalism Center, Afghanistan", 2012,http://paykreports.com/,https://twitter.com/Paykreports,https://fb.com/PAYK-Investigative-Journalism-Center-762056470528730/,,,,"PAYK is an award-winning center for investigative journalism in Afghanistan, which aims to better inform the world through investigative reporting and providing protection and training to Afghan journalists. PAYK brings together journalists and media professionals from within Afghanistan and around the world to foster dialogue that will lead to enlightenment, flow of in-depth information and a sense of accountability. It strives to put the government institutions to account by enabling people to demand accountability from those in power through providing citizens with the information they need to stand up to corruption, wrongdoing and the abuse of power."
"Periodismo de Barrio, Cuba", 2015,https://www.periodismodebarrio.org/,https://twitter.com/periodibarrio,https://fb.com/periodismodebarrio,,https://www.youtube.com/channel/UCFLBN-wo2e4jd-dWCreEvuw,,"Periodismo de Barrio, or Neighborhood Journalism, “publishes hidden stories based on original research” with a focus on critical social issues affecting the lives of common citizens in Cuba. The team specializes in covering the impact of climate change and natural disasters on vulnerable populations, as well as the management of natural resources, loss of biodiversity, energy policies, mining, food security, housing and construction policies, environmental pollution and restructuring of the sugar industry."
Periodistas de a Pie, 2007,http://www.periodistasdeapie.org.mx/,https://twitter.com/periodistasapie,https://fb.com/PeriodistasDeAPie,,https://www.youtube.com/channel/UCx3izn1DGhPUJTKqG010Rfw,,"Periodistas de a pie (PdP) is a Mexican organization of journalists that provides training, network-building, and capacity-building, with the primary purpose of promoting the creation of high quality journalistic products. PdP has provided trainings since 2007."
Philippine Center for Investigative Journalism (PCIJ), 1989,http://pcij.org/,https://twitter.com/pcijdotorg,https://fb.com/pcij.org,https://plus.google.com/111764469191183812258/posts,youtube.com/pcijdotorg,,"The Philippine Center for Investigative Journalism (PCIJ) is an independent, nonprofit media agency that specializes in investigative reporting. It was founded in 1989 by nine Filipino journalists who realized, from their years on the beat and at the news desk, the need for newspapers and broadcast agencies to go beyond day–to–day reportage."
"Plaza Pública, Guatemala", 2011,http://www.plazapublica.com.gt/,https://twitter.com/PlazaPublicaGT,https://fb.com/pages/Plaza-Pública-GT/154972054558010?fref=ts,,,http://feeds.feedburner.com/PlazaPublicaRssFeed,Plaza Pública is a digital native publication which was founded by the Rafael Landívar University in Guatemala. Plaza Pública is a news laboratory with a narrative identity based on long and deep investigations. Its emphasis is on social justice issues and subject matter not often covered in mainstream national newspapers. Website: http://www.plazapublica.com.gt/
Pod črto, 2014,https://podcrto.si/,https://twitter.com/Podcrto,https://fb.com/PodCrto,,,,"Pod črto (or “The Bottom Line” in English) is an independent nonprofit media outlet based in Slovenia, focusing on investigative reporting, data journalism and in-depth stories. They investigate and write stories of major importance towards a more transparent functioning of their nation’s democratic system. Their mission is to comprehensively investigate and explain the pressing issues in our society, as well as finding a way to address and resolve these problems."
"Premium Times Centre for Investigative Journalism, Nigeria", 2014,http://www.ptcij.org/,https://twitter.com/ptcij,https://fb.com/ptcij,,,,Premium Times Centre for Investigative Journalism (PTCIJ) is  a groundbreaking independent media organization focusing on investigative reporting as well as capacity building for Nigerian journalists in the areas of data and investigative journalism. It was founded in 2014 by editors and reporters who committed to helping Nigeria enthrone the kind of media that will advocate for the people and nudge Nigeria on the path of development and social re-engineering.
Press Institute of Mongolia, 1996,http://www.pressinst.org.mn/,https://twitter.com/@Press_Institute,https://fb.com/pages/%D0%A5%D1%8D%D0%B2%D0%BB%D1%8D%D0%BB%D0%B8%D0%B9%D0%BD-%D0%A5%D2%AF%D1%80%D1%8D%D1%8D%D0%BB%D1%8D%D0%BD/317925451595949,,https://www.youtube.com/channel/UCSZ6tIPDBh0iHSXAFNS9A4w,,"The Press Institute of Mongolia is a non-governmental non-profit organization established in 1996. Its mission is to support development of independent and pluralistic media in Mongolia, to assist in improvement of qualifications and skills of Mongolian media workers and to promote the role of media in the advancement of democracy and economic and social development. The Institute’s operations focus on training for media professionals, media research, and advocacy activities to enhance media freedom in Mongolia."
"ProPublica, US", 2007,http://www.propublica.org/,https://twitter.com/ProPublica,https://fb.com/propublica,,,,"ProPublica is an independent, non-profit, Pulitzer Prize-winning newsroom that produces investigative journalism in the public interest."
