,Title,Company,Location,Post_Date,URL,Current Status,Source,Description
0,"Program Coordinator, THE REAL CHI",Free Spirit Media,"Chicago, Illinois",2018-10-17 17:36:57,https://careers.journalists.org/jobs/11589220/program-coordinator-the-real-chi,NaN,careers,NaN
1,Editor,Colorado Public Radio,"Denver Metro, Colorado",2018-11-07 17:36:57,https://careers.journalists.org/jobs/11668329/editor,NaN,careers,NaN
2,"Assistant Editor, The Nation’s Health",American Public Health Association,"Washington, D.C.",2018-10-15 17:36:57,https://careers.journalists.org/jobs/11490194/assistant-editor-the-nation-s-health,NaN,careers,NaN
3,Public Relations Specialist,American College of Radiology,"Reston, VA",2018-11-07 17:36:57,https://careers.journalists.org/jobs/11661551/public-relations-specialist,NaN,careers,NaN
4,Marketing and Communications Coordinator,Chapman University,"Orange, California",2018-11-13 17:36:57,https://careers.journalists.org/jobs/11688348/marketing-and-communications-coordinator,NaN,careers,1.0
5,Media Relations Specialist,Columbia University,"New York, New York",2018-06-17 17:36:57,https://careers.journalists.org/jobs/11114983/media-relations-specialist,NaN,careers,NaN
6,Communications Specialist,Stanford University,"Stanford, California",2018-08-16 17:36:57,https://careers.journalists.org/jobs/11276544/communications-specialist,NaN,careers,NaN
7,Content and Social Media Manager,Stanford University,"Stanford, California",2018-07-17 17:36:57,https://careers.journalists.org/jobs/11228284/content-and-social-media-manager,NaN,careers,NaN
8,Advocacy Communications Specialist,Society for Neuroscience,"Washington, D.C.",2018-10-31 17:36:57,https://careers.journalists.org/jobs/11644532/advocacy-communications-specialist,NaN,careers,NaN
9,"Faculty Member, Investigative Journalism (Open Rank)",Northwestern University,Illinois,2018-10-31 17:36:57,https://careers.journalists.org/jobs/11644665/faculty-member-investigative-journalism-open-rank,NaN,careers,NaN
10,"Chief Communications Officer, UCLA Hammer Museum",UCLA,"Los Angeles, California",2017-11-14 17:36:57,https://careers.journalists.org/jobs/10333254/chief-communications-officer-ucla-hammer-museum,NaN,careers,NaN
11,Associate Professor - Critical Journalism Studies,"University of California, San Diego","La Jolla, California",2018-07-17 17:36:57,https://careers.journalists.org/jobs/11163429/associate-professor-critical-journalism-studies,NaN,careers,NaN
12,Assistant Professor - Critical Journalism Studies,"University of California, San Diego","La Jolla, California",2018-07-17 17:36:57,https://careers.journalists.org/jobs/11241901/assistant-professor-critical-journalism-studies,NaN,careers,NaN
13,"Reporter, Virginia (15016)",American University,"Washington, D.C.",2018-09-15 17:36:57,https://careers.journalists.org/jobs/11408834/reporter-virginia-15016,NaN,careers,NaN
14,"Digital Executive Editor, The World",Public Radio International,"Boston, Massachusetts",2018-11-07 17:36:57,https://careers.journalists.org/jobs/11664654/digital-executive-editor-the-world,NaN,careers,NaN
15,Science Writer (7 Month Fixed-Term),Stanford University,"Stanford, California",2018-11-07 17:36:57,https://careers.journalists.org/jobs/11667962/science-writer-7-month-fixed-term,NaN,careers,NaN
16,Communications Manager,Harvard University Kennedy School,USA - MA - Cambridge,2018-10-24 17:36:57,https://careers.journalists.org/jobs/11611080/communications-manager,NaN,careers,NaN
17,Film Critics,Film Daily,United States,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e6df9329c7831a17,NaN,indeed,NaN
18,Senior Data Journalist,Textio,"Seattle, WA 98104 (First Hill area)",2018-11-09 17:37:00,https://www.indeed.com/viewjob?jk=38e305b7cedab99a,NaN,indeed,11.0
19,Multi Media Journalist,Nexstar Broadcasting,"Henderson, KY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=922dae7b2277ac40,NaN,indeed,NaN
20,Emerging Journalist Fellow,KCTS 9,"Seattle, WA",2018-11-09 17:37:00,https://www.indeed.com/viewjob?jk=5f11f0c5fc856cf4,NaN,indeed,2.0
21,"Cyber Journalist,Writer",WSVN 7News,"Miami, FL",2018-11-12 17:37:00,https://www.indeed.com/viewjob?jk=c0729b0a87f50071,NaN,indeed,1.0
22,Journalist,Duta,"Los Altos, CA 94022",2018-10-29 17:37:00,https://www.indeed.com/viewjob?jk=ae14a79259ef7438,NaN,indeed,NaN
23,Data Journalist,Mother Jones,"San Francisco, CA 94108 (Financial District area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=f3ccbf922bd7d17e,NaN,indeed,8.0
24,Traffic Anchor / Multiskilled Journalist,TEGNA,"Tampa, FL",2018-11-13 17:37:00,https://www.indeed.com/viewjob?jk=fefad415922a307e,NaN,indeed,NaN
25,Community Journalist,Media Networks,"New York, NY",2018-11-11 17:37:00,https://www.indeed.com/viewjob?jk=9a9a303fba57d6ef,NaN,indeed,NaN
26,Community Journalist (Union),Media Networks,"San Francisco, CA",2018-10-19 17:37:00,https://www.indeed.com/viewjob?jk=236b90aef655fead,NaN,indeed,NaN
27,Video Journalist,Nexstar Broadcasting,"San Francisco, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=f82060de9a0df1fd,NaN,indeed,NaN
28,Journalist,Los Angeles Hoopz,"Los Angeles, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e81211b6e3ae7306,NaN,indeed,NaN
29,Junior Content Writer,Film Daily,United States,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=57bb1641332b2c55,NaN,indeed,NaN
30,Video Journalist,Information equity holdings,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=730060abf6817798,NaN,indeed,NaN
31,Journalist,Tribune Publishing,"Orlando, FL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=ef5b722fc7f84478,NaN,indeed,NaN
32,Vloggers,Film Daily,United States,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=67622a27bc4ff8d5,NaN,indeed,NaN
33,Investigative Data Journalist,The Markup,"New York, NY",2018-11-10 17:37:02,https://www.indeed.com/viewjob?jk=32b638197982e277,NaN,indeed,14.0
34,Multiple Media Journalist,Nexstar Broadcasting,"Minot, ND",2018-10-25 17:37:02,https://www.indeed.com/viewjob?jk=8b68159f4f588b4d,NaN,indeed,NaN
35,Photo Journalist,Nexstar Broadcasting,"East Providence, RI",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=a3e77d4df80dd63d,NaN,indeed,NaN
36,Foreign Policy Correspondent (Level 1 Journalist),Thomson Reuters,"Washington, DC 20005 (Logan Circle area)",2018-10-28 17:37:04,https://www.indeed.com/viewjob?jk=0c91891e3f09d7ea,NaN,indeed,NaN
37,Multiskilled Journalist,TEGNA,"St. Louis, MO",2018-11-07 17:37:04,https://www.indeed.com/viewjob?jk=f8fe90273588faf2,NaN,indeed,NaN
38,Anchor/Reporter,Univision communications inc,United States,2018-11-14 02:37:04,https://www.indeed.com/viewjob?jk=78fa09c852035d88,NaN,indeed,NaN
39,Journalist,AccuWeather,"State College, PA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=5bb295016bd2b99b,NaN,indeed,2.0
40,Brand Journalist - LHI,UnitedHealth Group,"La Crosse, WI 54602",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=5d8abc59970031f9,NaN,indeed,NaN
41,"Reporter, MultiMedia Journalist",Nexstar Broadcasting,"Altoona, PA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=cc2a3a32df876cc1,NaN,indeed,NaN
42,"Business Journalist Washington, DC",Industry Dive,"Washington, DC 20005 (Logan Circle area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=90d96ddc890b6e4e,NaN,indeed,NaN
43,Audio Broadcast Journalist,Public News Service,"Boulder, CO 80301",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=1287d287efb9b2d3,NaN,indeed,NaN
44,Multimedia Journalist,Nexstar Broadcasting,"Myrtle Beach, SC",2018-11-14 05:37:04,https://www.indeed.com/viewjob?jk=a6c1b845b5603abf,NaN,indeed,NaN
45,KTAB Multimedia Journalist,Nexstar Broadcasting,"Abilene, TX",2018-11-14 05:37:04,https://www.indeed.com/viewjob?jk=0ddea462ed2067ad,NaN,indeed,NaN
46,Investigative Multi-Media Journalist,Nexstar Broadcasting,"Grand Rapids, MI",2018-11-10 17:37:06,https://www.indeed.com/viewjob?jk=f6ea051dd8b4fdae,NaN,indeed,NaN
47,Video Journalist,TEGNA,"San Antonio, TX",2018-11-10 17:37:06,https://www.indeed.com/viewjob?jk=779ada2a8427b266,NaN,indeed,NaN
48,Multi Media Journalist,Hearst Television Inc.,"Oklahoma City, OK",2018-11-06 17:37:06,https://www.indeed.com/viewjob?jk=6d83f1c314f341e0,NaN,indeed,NaN
49,Journalist/Photographer,Ukpeagvik Iñupiat Corporation/Bowhead Family of Co...,"Patuxent River, MD",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=5da368680d751bad,NaN,indeed,NaN
50,Multimedia Journalist,Sightline Media Group,"Washington, DC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=bebd1cdb1b1444bc,NaN,indeed,NaN
51,Multi-Media Journalist - Orange County,Spectrum,"Santa Ana, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7d7c936dddd7a758,NaN,indeed,NaN
52,"News Assistant, Prod Services Development",Time Warner,"Atlanta, GA",2018-10-27 17:37:08,https://www.indeed.com/viewjob?jk=73037bdb7e785739,NaN,indeed,NaN
53,Multimedia Journalist - WZDC,NBCUniversal,"Washington, DC",2018-10-27 17:37:08,https://www.indeed.com/viewjob?jk=b92be88ae3f87963,NaN,indeed,NaN
54,Multimedia Journalist KVVU,Meredith Corporation,"Henderson, NV",2018-11-12 17:37:08,https://www.indeed.com/viewjob?jk=d596a431b22c5ec6,NaN,indeed,NaN
55,Multimedia Journalist/Reporter,Meredith Corporation,"Greenville, SC",2018-11-09 17:37:08,https://www.indeed.com/viewjob?jk=ca73b01c464ae083,NaN,indeed,NaN
56,Multi-Skilled Journalist,TEGNA,"Bryan, TX",2018-11-10 17:37:08,https://www.indeed.com/viewjob?jk=509ea6fadda1e330,NaN,indeed,NaN
57,Multi Media Journalist,TEGNA,"Minneapolis, MN",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=d67ff41e42594eef,NaN,indeed,NaN
58,"Intern, Multimedia Journalist",AccuWeather,"State College, PA",2018-11-01 17:37:08,https://www.indeed.com/viewjob?jk=147db325ddad9d7a,NaN,indeed,NaN
59,"Community Journalist, KABC-TV",Media Networks,"Glendale, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=123a9c7f165face8,NaN,indeed,NaN
60,Reporter / Multimedia Journalist,Meredith Corporation,"Greenville, SC",2018-11-08 17:37:08,https://www.indeed.com/viewjob?jk=a48df2724b3dd26f,NaN,indeed,NaN
61,Multi-Media Journalist,Tribune Media Company,"Memphis, TN",2018-10-27 17:37:08,https://www.indeed.com/viewjob?jk=ef36c9b23d7f4f7e,NaN,indeed,NaN
62,Investigative Reporter,The Markup,"New York, NY",2018-11-10 17:37:10,https://www.indeed.com/viewjob?jk=c9d0d34abce26648,NaN,indeed,11.0
63,Multimedia Journalist - Online,Digital First Media,"Troy, MI",2018-10-16 17:37:10,https://www.indeed.com/viewjob?jk=6342f93472f51787,NaN,indeed,1.0
64,Consultant-Visual Journalist,IU Health Fairbanks,"Indianapolis, IN 46202",2018-10-30 17:37:10,https://www.indeed.com/viewjob?jk=92aace3e733916ca,NaN,indeed,NaN
65,Content Apprentice,Fueled,"New York, NY",2018-11-03 17:37:10,https://www.indeed.com/viewjob?jk=7c1bd52555bb11f3,NaN,indeed,NaN
66,Multi Media Journalist,General Communication Inc.,"Anchorage, AK",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=d4a7c9cfba183ae4,NaN,indeed,NaN
67,Digital Multiskilled Journalist,TEGNA,"Tampa, FL",2018-11-09 17:37:10,https://www.indeed.com/viewjob?jk=e910588de8cf294f,NaN,indeed,1.0
68,Multimedia Journalist,Univision communications inc,"Dallas, TX",2018-11-09 17:37:10,https://www.indeed.com/viewjob?jk=9fc6d50665c37e45,NaN,indeed,NaN
69,Reporter,"KSTP-TV, LLC","Saint Paul, MN 55114 (Saint Anthony area)",2018-11-14 07:37:10,https://www.indeed.com/viewjob?jk=f3bc6f3dad6a0921,NaN,indeed,NaN
70,Anchor / Multi-Skilled Journalist (MSJ / MMJ),TEGNA,"San Diego, CA",2018-10-31 17:37:10,https://www.indeed.com/viewjob?jk=7dee70c62ab3c3d6,NaN,indeed,NaN
71,Freelance Multi-Media Journalist - Various Locations,Spectrum,"El Segundo, CA",2018-10-18 17:37:10,https://www.indeed.com/viewjob?jk=9240e247bc963e14,NaN,indeed,NaN
72,KPBS Video Journalist,SDSU Research Foundation,"San Diego, CA",2018-11-14 03:37:12,https://www.indeed.com/viewjob?jk=eae9e09927c084f3,NaN,indeed,NaN
73,Data Entry Intern,Scholars Strategy Network,"Cambridge, MA 02139 (Area IV area)",2018-10-23 17:37:12,https://www.indeed.com/viewjob?jk=5fb39ecce471ba99,NaN,indeed,8.0
74,Video Journalist/Anchor (Freelance),NetCom Learning,"New York, NY 10016 (Gramercy area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=c3964213de8c7986,NaN,indeed,NaN
75,Multimedia Journalist - Food / Beverage,Circa,"Culver City, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=8586e851e1961ba7,NaN,indeed,NaN
76,"Editorial Fellow, Sierra Magazine (Jan-June 2019)",Sierra Club,"Oakland, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e64bf3b178378d13,NaN,indeed,NaN
77,Data Journalist Intern,Associated Press,"Washington, DC",2018-10-26 17:37:12,https://www.indeed.com/viewjob?jk=38f86dae75d6cf6b,NaN,indeed,11.0
78,Production Assistant,Sinclair Broadcast Group,"Culver City, CA",2018-10-19 17:37:12,https://www.indeed.com/viewjob?jk=8eaca713a54239cc,NaN,indeed,NaN
79,All Media Journalist IV,Cox Media Group,"Dayton, OH",2018-11-01 17:37:12,https://www.indeed.com/viewjob?jk=a89042cd2907926d,NaN,indeed,NaN
80,Reporter,Dispatch-Argus,"East Moline, IL",2018-11-13 17:37:12,https://www.indeed.com/viewjob?jk=526f97df4a61d437,NaN,indeed,NaN
81,Anchor/ Multi-Skilled Journalist,TEGNA,"Grand Rapids, MI",2018-11-07 17:37:12,https://www.indeed.com/viewjob?jk=906639dd574f5726,NaN,indeed,NaN
82,"Senior Video Journalist, In-Depth Explanations",Dow Jones,"Washington, DC 20044 (Downtown area)",2018-11-09 17:37:14,https://www.indeed.com/viewjob?jk=b2d98f16d2a106a8,NaN,indeed,NaN
83,US Campaigns Director,Change.org,"New York, NY 10038 (Financial District area)",2018-11-03 17:37:14,https://www.indeed.com/viewjob?jk=55bf84fddcfa9e75,NaN,indeed,NaN
84,Reflect America Fellow,NPR,"Washington, DC",2018-11-08 17:37:14,https://www.indeed.com/viewjob?jk=8057ec79bac04f26,NaN,indeed,NaN
85,"1886-Project Officer, World Movement for Democracy",National Endowment for Democracy,"Washington, DC 20004 (Downtown area)",2018-11-10 17:37:14,https://www.indeed.com/viewjob?jk=eab8434478f6d3cc,NaN,indeed,NaN
86,Entrepreneurial Journalism Training Program,AL DÍA News Media,United States,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e3dcfeea070a96e3,NaN,indeed,NaN
87,Fellowship -- Photographer,The New York Times,"New York, NY",2018-11-06 17:37:16,https://www.indeed.com/viewjob?jk=c5d464c0909ce293,NaN,indeed,NaN
88,"MULTI-MEDIA JOURNALIST, KFSN-TV",Media Networks,"Fresno, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7b526c8f3a5a3dbf,NaN,indeed,NaN
89,Internship - Summer 2019 (June - August),C-SPAN,"Washington, DC",2018-11-11 17:37:16,https://www.indeed.com/viewjob?jk=ace7311119e48516,NaN,indeed,NaN
90,Freelance Technology Writer (Multiple Positions),Dotdash,United States,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=cbf370870f01b57e,NaN,indeed,NaN
91,Fellowship -- Writer and Editor/Opinion,The New York Times,"New York, NY",2018-11-06 17:37:16,https://www.indeed.com/viewjob?jk=0a981b1cd0107369,NaN,indeed,NaN
92,Part Time Copy Editor,Digital First Media,"Boston, MA",2018-11-01 17:37:16,https://www.indeed.com/viewjob?jk=b0d1fb30790f44cc,NaN,indeed,NaN
93,Multimedia Journalist - Telemundo Boston,NBCUniversal,"Newton, MA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=436a06f1d7b7795a,NaN,indeed,NaN
94,Multimedia Journalist,Meredith Corporation,"Atlanta, GA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=87635bf6eabc4063,NaN,indeed,NaN
95,Multimedia Journalist Reporter,WIVB/WNLO,"Buffalo, NY",2018-11-03 17:37:19,https://www.indeed.com/viewjob?jk=dcf801ced7f7060c,NaN,indeed,NaN
96,Multimedia Journalist - Temporary,TEGNA,"Atlanta, GA",2018-10-17 17:37:19,https://www.indeed.com/viewjob?jk=7f1fcb0625c2840d,NaN,indeed,NaN
97,News Production Assistant,Nexstar Broadcasting,"East Syracuse, NY",2018-11-14 05:37:19,https://www.indeed.com/viewjob?jk=31cf5df37d0c01c9,NaN,indeed,1.0
98,SPORTS REPORTER/MULTIMEDIA JOURNALIST,Nexstar Broadcasting,"New Haven, CT",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=94436399155a2af3,NaN,indeed,NaN
99,"Multimedia Journalists - Rotorua, Tauranga",NZME.,"Sport, LA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7718b702d0c4f7f5,NaN,indeed,NaN
100,Multi-Media Journalist/Reporter,Tribune Media Company,"Houston, TX",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=5193b1f9302765e2,NaN,indeed,NaN
101,"Site manager, Jewels from the Crown (LA Kings)",Vox Media,"Los Angeles, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=14a27f4e724fb858,NaN,indeed,NaN
102,"Reporter, Multi-Media Journalist FT",Tribune Media Company,"Denver, CO",2018-10-26 17:37:21,https://www.indeed.com/viewjob?jk=3810e3560fc8297a,NaN,indeed,NaN
103,"Site Manager, The Cannon (Columbus Blue Jackets)",Vox Media,"Columbus, OH",2018-10-28 17:37:21,https://www.indeed.com/viewjob?jk=fd4fa722bf4f368d,NaN,indeed,NaN
104,Global Food Analyst,Mintel,"Chicago, IL",2018-11-10 17:37:21,https://www.indeed.com/viewjob?jk=2a84759b39c289d2,NaN,indeed,3.0
105,"Food Writer, Boston.com",The Boston Globe,"Boston, MA 02210 (South Boston area)",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e6c177abf547ea40,NaN,indeed,1.0
106,Communications Associate,"Progyny, Inc.","New York, NY 10016 (Gramercy area)",2018-11-13 17:37:21,https://www.indeed.com/viewjob?jk=33446076af92fde2,NaN,indeed,NaN
107,Editorial Writer,The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=fa9d2351fade1c30,NaN,indeed,NaN
108,Multi-Media Video Journalist,Media Networks,"Durham, NC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=87da227cf0a008eb,NaN,indeed,NaN
109,Senior Investigative Reporter,The Markup,"New York, NY",2018-11-10 17:37:23,https://www.indeed.com/viewjob?jk=b4991b7ec7a07cdb,NaN,indeed,12.0
110,Host / Multi-Skilled Journalist,TEGNA,"Sacramento, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=bcc16e4216084f04,NaN,indeed,NaN
111,Correspondent - ConfectioneryNews & BakeryAndSnacks,William Reed Business Media Ltd,"Chicago, IL 60606 (Loop area)",2018-11-03 17:37:23,https://www.indeed.com/viewjob?jk=6bc06dd0f6f4f5ba,NaN,indeed,NaN
112,Summer intern,News & Observer Publishing Co.,"Raleigh, NC",2018-10-26 17:37:23,https://www.indeed.com/viewjob?jk=0c5b5fb6a8f6ecf1,NaN,indeed,NaN
113,Reporter/Multi-Media Journalist,Tribune Media Company,"Huntsville, AL",2018-10-16 17:37:23,https://www.indeed.com/viewjob?jk=bc7fef7e18aa5086,NaN,indeed,NaN
114,"Reporter, U.S. Power Sector",S&P Global,United States,an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e2c1f105dc5c30f1,NaN,indeed,NaN
115,Community Editor - Waihi & Whangamata,NZME.,"Sport, LA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=849114eadac06f9b,NaN,indeed,NaN
116,Digital MultiMedia Journalist Reporter,Nexstar Broadcasting,"Lafayette, LA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=7a0ed9f64a2c708d,NaN,indeed,NaN
117,KARD - Multi Media Journalist/Reporter,Nexstar Broadcasting,"West Monroe, LA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=184568bf27b2f333,NaN,indeed,NaN
118,Editorial Assistant/Assistant Editor,HarperCollins Publishers Inc.,"New York, NY",2018-10-27 17:37:25,https://www.indeed.com/viewjob?jk=91a85e7fc236ea5a,NaN,indeed,NaN
119,Communications Associate,SFMOMA,"San Francisco, CA 94103 (South Of Market area)",2018-10-26 17:37:25,https://www.indeed.com/viewjob?jk=32120c487fd111f3,NaN,indeed,NaN
120,Content Writer,R&R Partners,"Las Vegas, NV",2018-10-31 17:37:25,https://www.indeed.com/viewjob?jk=f13e7eff17b00d12,NaN,indeed,NaN
121,Investigative Multi-Skilled Journalist,TEGNA,"Tampa, FL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=781c151c526d7b5c,NaN,indeed,2.0
122,Anchor/Video Journalist,NBCUniversal,"McAllen, TX",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=6fc5d974dc56ea5d,NaN,indeed,NaN
123,Public Relations Associate Find out more,Hotwire Global,"San Francisco, CA",2018-11-14 10:37:25,https://www.indeed.com/viewjob?jk=412eceee1d0b4a7f,NaN,indeed,NaN
124,Part Time Production Assistant,Nexstar Broadcasting,"Chicopee, MA",2018-10-31 17:37:25,https://www.indeed.com/viewjob?jk=1593cc93162f0279,NaN,indeed,NaN
125,Sports Multimedia Journalist,Nexstar Broadcasting,"Austin, TX",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e7ce58bffda6fee0,NaN,indeed,NaN
126,"Sr. Video Journalist, NYT Cooking",The New York Times,"New York, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=aabc6a981d7c9489,NaN,indeed,1.0
127,Multimedia Journalist/ Reporter,The E.W. Scripps Company,"Tulsa, OK 74105",2018-10-28 17:37:27,https://www.indeed.com/viewjob?jk=b40395564e020d1a,NaN,indeed,NaN
128,"Manager, Communications","WTA Tour, Inc.","Saint Petersburg, FL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=0125f0a9de092046,NaN,indeed,NaN
129,Opinion Writer,Tribune Publishing,"Baltimore, MD",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=168711264727425b,NaN,indeed,NaN
130,WKBW Multimedia Journalist,The E.W. Scripps Company,"Buffalo, NY 14202 (Central Business District area)",2018-10-25 17:37:27,https://www.indeed.com/viewjob?jk=2b74b00e75a28456,NaN,indeed,NaN
131,Credit/Finance Reporter,Refinitiv,"New York, NY",2018-11-14 02:37:27,https://www.indeed.com/viewjob?jk=e4297323040b15d8,NaN,indeed,2.0
132,"News Reporter, MultiMedia Journalist",Nexstar Broadcasting,"Salt Lake City, UT",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=c74c8dbcb43f9029,NaN,indeed,NaN
133,Public Affairs Trainee,Kivvit,"Miami, FL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e72b72c4a6a4b6c7,NaN,indeed,NaN
134,Social Media Coordinator,The Broadmoor,"Colorado Springs, CO 80901",2018-11-10 17:37:29,https://www.indeed.com/viewjob?jk=e56c8fa797b35930,NaN,indeed,NaN
135,Public Relations Associate,Hotwire - US,"San Francisco, CA",2018-11-14 05:37:29,https://www.indeed.com/viewjob?jk=3d4f593ff1838128,NaN,indeed,NaN
136,Multimedia Journalist-WTVF,The E.W. Scripps Company,"Nashville, TN 37219",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=c2b25ad38d3d2806,NaN,indeed,NaN
137,"Editorial Assistant, Part Time",News & Observer Publishing Co.,"Raleigh, NC",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=f197bb9051732e10,NaN,indeed,NaN
138,Reporter,Hearst Television Inc.,"Pittsburgh, PA",2018-10-30 17:37:29,https://www.indeed.com/viewjob?jk=0f107419be4fb9c1,NaN,indeed,NaN
139,Weekend Evening Anchor / Reporter / MSJ,TEGNA,"Phoenix, AZ",2018-11-09 17:37:29,https://www.indeed.com/viewjob?jk=db3800738b179c64,NaN,indeed,NaN
140,"Senior Journalist, Opinions",Tribune Publishing,"Deerfield Beach, FL",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=e5f877a45419334e,NaN,indeed,NaN
141,"Manager, Global Communications",Havas Worldwide LLC,"New York, NY",2018-11-13 17:37:31,https://www.indeed.com/viewjob?jk=fdabfaf61bec48c6,NaN,indeed,NaN
142,Multi-Skilled Journalist (MMJ),TEGNA,"Buffalo, NY",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=bf425bf15b1e4460,NaN,indeed,NaN
143,Multi-Skilled Journalist / Weekend Anchor,TEGNA,"Beaumont, TX",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=a1ef5b52f6c36a0e,NaN,indeed,NaN
144,Fellowship -- Reporter,The New York Times,"New York, NY",2018-11-06 17:37:31,https://www.indeed.com/viewjob?jk=380a2977fbd326c9,NaN,indeed,NaN
145,Weekend Morning Anchor / Multi-Skilled Journalist,TEGNA,"Sacramento, CA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=833240c22806e1ce,NaN,indeed,NaN
146,Content Writer,Qualtrics,"Provo, UT",2018-10-30 17:37:32,https://www.indeed.com/viewjob?jk=723dc325c67ac28b,NaN,indeed,NaN
147,KARD Multi Media Journalist/Meteorologist,Nexstar Broadcasting,"West Monroe, LA",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=44f81249304655f2,NaN,indeed,NaN
148,Broadcast + Digital Journalist,Fusion 360,"Salt Lake City, UT",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=0862f84d8b5349e8,NaN,indeed,NaN
149,Newsperson - Politics,Associated Press,"Washington, DC 20005 (Logan Circle area)",2018-11-01 17:37:34,https://www.indeed.com/viewjob?jk=9a27f6ea9135e2c8,NaN,indeed,NaN
150,"Video Journalist, WSJ Films",Dow Jones,"New York, NY 10176 (Murray Hill area)",2018-10-24 17:37:34,https://www.indeed.com/viewjob?jk=47cc3c064f44e6da,NaN,indeed,NaN
151,External Relations Professional - IoT Technology,IBM,United States,2018-11-09 17:37:34,https://www.indeed.com/viewjob?jk=f946b9052798a686,NaN,indeed,NaN
152,Editor,Kharon,"Los Angeles, CA",2018-11-02 17:37:34,https://www.indeed.com/viewjob?jk=e1a042242082752a,NaN,indeed,2.0
153,Multi-Skilled Journalist / News Anchor,TEGNA,"Denver, CO",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=38bfb648d6006400,NaN,indeed,NaN
154,Copywriter/Editor,Crawford Group,"Newark, CA",2018-11-14 14:37:34,https://www.indeed.com/viewjob?jk=d8ac5ebcd62dbda2,NaN,indeed,NaN
155,KERO - Multimedia Journalist,The E.W. Scripps Company,"Bakersfield, CA 93301",an unknown date more than 30 days ago,https://www.indeed.com/viewjob?jk=a2ad08161d53312c,NaN,indeed,NaN
